사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2019-11,9호선,4111,신목동,"103,297","91,575","21,873","20,622",2019-12-03 11:43:13
2019-11,9호선,4112,선유도,"186,265","178,131","25,842","25,071",2019-12-03 11:43:13
2019-11,9호선,4113,당산,"507,232","496,322","72,322","66,537",2019-12-03 11:43:13
2019-11,9호선,4114,국회의사당,"459,953","445,807","65,835","58,027",2019-12-03 11:43:13
2019-11,9호선,4115,여의도,"655,706","640,395","49,848","46,430",2019-12-03 11:43:13
2019-11,9호선,4116,샛강,"132,203","134,950","29,701","29,163",2019-12-03 11:43:13
2019-11,9호선,4117,노량진,"833,372","863,048","104,774","105,998",2019-12-03 11:43:13
2019-11,9호선,4118,노들,"111,792","93,906","34,547","31,547",2019-12-03 11:43:13
2019-11,9호선,4119,흑석(중앙대입구),"284,322","288,046","60,090","61,230",2019-12-03 11:43:13
2019-11,9호선,4120,동작(현충원),"51,056","39,221","14,948","12,585",2019-12-03 11:43:13
2019-11,9호선,4121,구반포,"73,374","77,541","25,769","26,192",2019-12-03 11:43:13
2019-11,9호선,4122,신반포,"76,631","75,275","22,934","23,126",2019-12-03 11:43:13
2019-11,9호선,4123,고속터미널,"389,341","613,141","58,367","71,599",2019-12-03 11:43:13
2019-11,9호선,4124,사평,"84,109","81,000","19,024","19,442",2019-12-03 11:43:13
2019-11,9호선,4125,신논현,"994,760","1,020,200","60,798","58,168",2019-12-03 11:43:13
2019-11,공항철도 1호선,4201,서울역,"392,149","333,785","38,207","34,125",2019-12-03 11:43:13
2019-11,공항철도 1호선,4202,공덕,"68,397","93,574","7,602","9,343",2019-12-03 11:43:13
2019-11,공항철도 1호선,4203,홍대입구,"375,409","372,239","18,638","17,363",2019-12-03 11:43:13
2019-11,공항철도 1호선,4204,디지털미디어시티,"382,078","336,142","26,353","24,235",2019-12-03 11:43:13
2019-11,공항철도 1호선,4206,마곡나루,"182,056","167,132","9,759","10,024",2019-12-03 11:43:13
2019-11,공항철도 1호선,4207,김포공항,"334,688","192,043","24,013","16,139",2019-12-03 11:43:13
2019-11,공항철도 1호선,4208,계양,"289,794","261,811","28,584","27,227",2019-12-03 11:43:13
2019-11,공항철도 1호선,4209,검암,"227,617","219,907","19,793","19,740",2019-12-03 11:43:13
2019-11,공항철도 1호선,4210,청라국제도시,"195,419","184,176","12,061","12,002",2019-12-03 11:43:13
2019-11,공항철도 1호선,4211,운서,"203,109","211,619","25,454","25,341",2019-12-03 11:43:13
2019-11,공항철도 1호선,4212,공항화물청사,"63,682","71,605","8,324","8,001",2019-12-03 11:43:13
2019-11,공항철도 1호선,4213,인천공항1터미널,"452,469","442,427","35,964","33,910",2019-12-03 11:43:13
2019-11,공항철도 1호선,4215,인천공항2터미널,"154,677","131,881","15,760","13,517",2019-12-03 11:43:13
2019-11,공항철도 1호선,4217,영종,"71,364","73,355","17,912","18,308",2019-12-03 11:43:13
2019-11,9호선2~3단계,4126,언주,"257,352","254,930","27,339","27,152",2019-12-03 11:43:13
2019-11,9호선2~3단계,4127,선정릉,"243,099","264,331","28,035","28,593",2019-12-03 11:43:13
2019-11,9호선2~3단계,4128,삼성중앙,"161,846","165,529","25,076","24,900",2019-12-03 11:43:13
2019-11,9호선2~3단계,4129,봉은사,"537,920","542,137","52,635","49,882",2019-12-03 11:43:13
2019-11,9호선2~3단계,4130,종합운동장,"126,575","112,621","20,174","17,178",2019-12-03 11:43:13
2019-11,9호선2~3단계,4131,삼전,"145,355","142,493","33,261","32,504",2019-12-03 11:43:13
2019-11,9호선2~3단계,4132,석촌고분,"126,538","123,096","33,026","33,018",2019-12-03 11:43:13
2019-11,9호선2~3단계,4133,석촌,"192,654","160,956","31,827","27,033",2019-12-03 11:43:13
2019-11,9호선2~3단계,4134,송파나루,"100,478","106,543","24,378","24,517",2019-12-03 11:43:13
2019-11,9호선2~3단계,4135,한성백제,"62,930","55,283","14,250","13,075",2019-12-03 11:43:13
2019-11,9호선2~3단계,4136,올림픽공원(한국체대),"228,412","231,252","20,294","20,629",2019-12-03 11:43:13
2019-11,9호선2~3단계,4137,둔촌오륜,"26,914","23,819","6,486","6,424",2019-12-03 11:43:13
2019-11,9호선2~3단계,4138,중앙보훈병원,"195,794","172,169","68,760","68,867",2019-12-03 11:43:13
2019-11,우이신설선,4701,북한산우이,"63,357","53,582","35,921","36,564",2019-12-03 11:43:13
2019-11,우이신설선,4702,솔밭공원,"47,912","43,680","28,834","29,132",2019-12-03 11:43:13
2019-11,우이신설선,4703,4.19민주묘지,"74,480","74,086","32,496","30,133",2019-12-03 11:43:13
2019-11,우이신설선,4704,가오리,"82,345","76,245","48,529","49,481",2019-12-03 11:43:13
2019-11,우이신설선,4705,화계,"61,719","53,428","42,269","43,576",2019-12-03 11:43:13
2019-11,우이신설선,4706,삼양,"35,060","36,380","28,365","31,198",2019-12-03 11:43:13
2019-11,우이신설선,4707,삼양사거리,"38,554","38,692","36,756","37,287",2019-12-03 11:43:13
2019-11,우이신설선,4708,솔샘,"139,142","122,472","38,076","38,912",2019-12-03 11:43:13
2019-11,우이신설선,4709,북한산보국문,"153,877","137,530","43,008","43,068",2019-12-03 11:43:13
2019-11,우이신설선,4710,정릉,"97,794","86,644","47,988","45,681",2019-12-03 11:43:13
2019-11,우이신설선,4711,성신여대입구(돈암),"82,857","100,051","32,601","31,449",2019-12-03 11:43:13
2019-11,우이신설선,4712,보문,"33,841","34,077","15,958","16,255",2019-12-03 11:43:13
2019-11,우이신설선,4713,신설동,"40,862","43,146","24,829","22,565",2019-12-03 11:43:13
